Hoell, Larsson et al: Supplementary Dataset 2;;;;;;;;;;
;;;;;;;;;;
Transcripts: All transcripts annotated to this gene in RefSeq;;;;;;;;;;
Gene size: Base pairs from 5'-most transcript start to 3'-most transcript end;;;;;;;;;;
CCs: Crosslinked clusters (binding sites) with >= 10 reads and 25% T-to-C changes;;;;;;;;;;
Features: Number of binding sites in introns|5'UTR|CDS|3'UTR|non-coding transcript|ambigous;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
Gene;Transcripts;Gene size;FUS CCs;Features;EWSR1 CCs;Features;TAF15 CCs;Features;Mutant FUS CCs;Features
SPTLC1;NM_006415,NM_178324;84264;4;3|0|0|1|0|0;2;1|0|0|1|0|0;2;1|0|0|1|0|0;4;0|0|0|4|0|0
SPTLC2;NM_004863;109841;2;0|0|0|2|0|0;8;0|0|0|8|0|0;0;0|0|0|0|0|0;4;0|0|0|4|0|0
SPTY2D1;NM_194285;28073;3;1|0|0|2|0|0;6;0|0|0|6|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
SQLE;NM_003129;23807;1;0|0|1|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|1|0|0|0
SQSTM1;NM_001142299,NM_003900,NM_001142298;31690;1;0|0|1|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0
SR140;NM_001080415;59196;16;14|0|0|2|0|0;9;6|0|1|2|0|0;5;4|0|1|0|0|0;3;1|0|1|1|0|0
SRA1;NM_001035235;8026;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0
SRBD1;NM_018079;222615;9;9|0|0|0|0|0;3;3|0|0|0|0|0;4;4|0|0|0|0|0;0;0|0|0|0|0|0
SRCAP;NM_006662;40989;3;1|0|2|0|0|0;5;2|0|3|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0
SRD5A1;NM_001047;36176;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
SRD5A3;NM_024592;25458;0;0|0|0|0|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
SREBF2;NM_004599;73270;5;5|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
SREK1;NM_001077199,NM_139168;36630;12;10|0|0|2|0|0;5;2|0|0|3|0|0;6;5|0|0|1|0|0;5;2|0|0|3|0|0
SREK1IP1;NM_173829;50519;9;3|0|1|5|0|0;8;0|0|0|8|0|0;5;0|0|1|4|0|0;10;0|0|0|10|0|0
SRF;NM_003131;10325;1;0|0|0|1|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0
SRFBP1;NM_152546;66640;8;6|0|0|2|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0;2;0|0|0|2|0|0
SRGAP1;NM_020762;303073;3;3|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
SRGAP2;NM_001170637,NM_015326,NM_001042758;121584;2;1|0|0|1|0|0;2;0|0|1|1|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
SRGAP2P2;NR_034178;178747;2;2|0|0|0|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0
SRI;NM_198901,NM_003130;21877;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
SRM;NM_003132;5443;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
SRP19;NM_003135;6612;3;2|0|1|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0
SRP54;NM_003136,NM_001146282;46670;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
SRP68;NM_014230;33417;1;0|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
SRP72;NM_006947;36086;4;2|0|1|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
SRP9;NM_001130440,NM_003133;12654;3;1|0|0|2|0|0;1;0|0|0|1|0|0;2;0|0|0|2|0|0;3;1|0|0|2|0|0
SRPK1;NM_003137,NR_034069;88147;11;8|0|0|0|0|3;3;2|0|0|0|0|1;6;3|0|0|0|0|3;10;3|0|0|0|0|7
SRPK2;NM_182691,NM_182692;272519;17;16|0|0|1|0|0;5;5|0|0|0|0|0;3;2|0|0|1|0|0;3;2|0|0|1|0|0
SRPR;NM_001177842,NM_003139;6064;1;0|0|1|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0;1;0|0|1|0|0|0
SRPRB;NM_021203;37460;1;0|0|1|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
SRRM1;NM_005839;30179;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;3;1|0|1|1|0|0
SRRM2;NM_016333;19084;10;2|0|8|0|0|0;20;3|0|17|0|0|0;3;1|0|2|0|0|0;8;1|0|6|1|0|0
SRSF1;NM_006924,NM_001078166,NR_034041;6428;9;0|0|0|0|0|9;5;0|0|0|0|0|5;9;0|0|0|0|0|9;7;0|0|0|0|0|7
SRSF10;NM_001191006,NM_054016,NM_006625,NR_034035,NM_001191007,NM_001191005,NM_001191009;14017;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0
SRSF11;NM_004768,NM_001190987;46337;14;12|0|0|2|0|0;6;2|0|2|2|0|0;2;1|0|0|1|0|0;7;3|0|1|3|0|0
SRSF12;NM_080743;22123;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
SRSF2;NM_001195427,NM_003016,NR_036608;3295;4;0|0|0|0|0|4;3;0|0|0|0|0|3;5;0|0|0|0|0|5;5;0|0|0|0|0|5
SRSF2IP;NM_004719;71488;14;8|0|3|3|0|0;7;3|0|2|2|0|0;0;0|0|0|0|0|0;5;0|0|0|5|0|0
SRSF3;NM_003017,NR_036610;10155;5;4|0|0|0|0|1;2;1|0|0|0|0|1;2;2|0|0|0|0|0;2;0|0|0|0|0|2
SRSF4;NM_005626;34388;12;11|0|0|1|0|0;5;4|0|0|1|0|0;7;6|0|0|1|0|0;1;0|0|0|1|0|0
SRSF5;NM_001039465,NM_006925;4894;3;2|0|0|1|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0
SRSF6;NM_006275,NR_034009;5741;4;1|0|0|0|0|3;1;0|0|0|0|0|1;3;0|0|0|0|0|3;4;0|0|0|0|0|4
SRSF7;NM_001195446,NM_001031684;7896;1;0|0|0|1|0|0;2;1|0|0|1|0|0;2;0|0|0|2|0|0;3;0|0|0|3|0|0
SRSF8;NM_032102;4333;0;0|0|0|0|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
SRSF9;NM_003769;8088;3;1|0|1|1|0|0;3;1|0|1|1|0|0;2;0|0|1|1|0|0;3;1|0|1|1|0|0
SRXN1;NM_080725;6623;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
SS18;NM_001007559,NM_005637;74395;8;7|0|0|1|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;2;0|0|0|2|0|0
SS18L1;NM_198935;38745;1;0|0|0|1|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
SSB;NM_003142;13187;1;0|0|0|1|0|0;0;0|0|0|0|0|0;2;0|0|1|1|0|0;2;0|0|1|1|0|0
SSBP1;NM_003143;12082;2;2|0|0|0|0|0;1;1|0|0|0|0|0;1;0|0|0|1|0|0;2;1|0|0|1|0|0
SSBP2;NM_012446;331401;21;20|0|0|1|0|0;2;2|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
SSBP3;NM_018070,NM_001009955,NM_145716;179898;0;0|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
SSBP4;NM_032627,NM_001009998;15152;1;0|0|0|1|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0
SSFA2;NM_006751,NM_001130445;38993;1;0|0|0|1|0|0;3;0|0|0|3|0|0;1;0|0|0|1|0|0;3;0|0|0|3|0|0
SSH1;NM_018984,NM_001161330,NM_001161331;74894;1;1|0|0|0|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
SSH2;NM_033389;304054;13;13|0|0|0|0|0;7;4|0|1|2|0|0;1;1|0|0|0|0|0;1;0|0|0|1|0|0
SSR1;NM_003144;32254;3;1|0|1|1|0|0;3;1|0|0|2|0|0;1;0|0|0|1|0|0;6;0|0|0|6|0|0
SSR2;NM_003145;11920;0;0|0|0|0|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
SSR3;NM_007107;15045;1;1|0|0|0|0|0;7;2|0|1|4|0|0;3;0|0|1|2|0|0;6;0|0|1|5|0|0
SSR4;NM_006280;3861;1;0|0|1|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0
SSRP1;NM_003146;9893;3;0|0|2|1|0|0;2;0|0|1|1|0|0;2;0|0|1|1|0|0;3;0|0|1|2|0|0
SSU72;NM_014188;33210;5;4|0|0|1|0|0;1;1|0|0|0|0|0;2;1|0|0|1|0|0;2;1|0|0|1|0|0
SSX2IP;NM_014021,NM_001166293,NM_001166295,NM_001166417,NM_001166294;46851;5;2|0|1|1|0|1;3;0|0|1|1|0|1;2;0|0|0|1|0|1;10;0|0|2|7|0|1
ST13;NM_003932;32087;2;1|0|0|1|0|0;1;1|0|0|0|0|0;2;1|0|0|1|0|0;2;0|0|0|2|0|0
ST18;NM_014682;299048;0;0|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ST20;NM_001100880,NM_001100879;24896;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ST3GAL1;NM_173344,NM_003033;117093;1;1|0|0|0|0|0;1;1|0|0|0|0|0;1;1|0|0|0|0|0;1;1|0|0|0|0|0
ST3GAL2;NM_006927;59654;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ST3GAL3;NM_174971,NM_174969,NM_174967,NM_174970,NM_006279,NM_174968,NM_174966,NM_174965,NM_174964,NM_174963;223614;3;3|0|0|0|0|0;2;2|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0
ST3GAL6;NM_006100;61665;0;0|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ST6GAL1;NM_173216,NM_173217,NM_003032;148027;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ST6GAL2;NM_001142351,NM_001142352,NM_032528;85508;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0;1;1|0|0|0|0|0
ST6GALNAC3;NM_152996,NM_001160011;556281;7;7|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ST6GALNAC5;NM_030965;196552;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ST7;NM_021908,NM_018412;276695;15;15|0|0|0|0|0;3;2|0|1|0|0|0;1;0|0|1|0|0|0;1;0|0|1|0|0|0
ST7L;NM_138729,NM_138728,NM_017744,NM_138727;95900;4;4|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ST8SIA1;NM_003034;141324;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0
STAC;NM_003149;167400;3;3|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STAG1;NM_005862;415247;20;20|0|0|0|0|0;9;8|0|1|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STAG2;NM_001042749,NM_001042750,NM_006603,NM_001042751;142031;38;25|0|6|7|0|0;22;4|0|8|10|0|0;10;3|0|2|5|0|0;18;0|0|5|13|0|0
STAG3L4;NM_022906;18898;1;0|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STAM;NM_003473;71784;6;4|0|0|2|0|0;1;0|0|0|1|0|0;2;0|0|0|2|0|0;3;0|0|1|2|0|0
STAM2;NM_005843;59192;2;0|0|1|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STAMBP;NM_006463,NM_201647,NM_213622;33926;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
STAMBPL1;NM_020799;43219;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STARD13;NM_178007,NM_052851,NM_178006;182630;3;3|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STARD3;NM_001165938,NM_006804,NM_001165937;27122;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STARD3NL;NM_032016;52338;3;2|0|0|1|0|0;2;0|0|1|1|0|0;2;0|0|1|1|0|0;3;0|0|1|2|0|0
STARD4;NM_139164;14136;3;1|0|1|1|0|0;0;0|0|0|0|0|0;1;0|0|1|0|0|0;1;0|0|1|0|0|0
STARD7;NM_020151;23971;5;2|0|0|3|0|0;2;0|0|0|2|0|0;1;0|0|0|1|0|0;5;0|0|0|5|0|0
STARD9;NM_020759;145340;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STAT1;NM_007315,NM_139266;45215;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
STAT3;NM_213662,NM_139276,NM_003150;75171;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STAT5B;NM_012448;77230;4;3|0|0|1|0|0;1;0|0|1|0|0|0;2;2|0|0|0|0|0;0;0|0|0|0|0|0
STAU1;NM_017452,NM_017453,NM_017454,NM_004602,NM_001037328;75029;8;5|0|0|2|0|1;1;0|0|0|1|0|0;0;0|0|0|0|0|0;6;1|0|1|3|0|1
STAU2;NM_001164384,NM_001164385,NM_001164381,NM_001164380,NM_001164382,NM_014393,NM_001164383;327340;6;6|0|0|0|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0
STBD1;NM_003943;4607;0;0|0|0|0|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STC2;NM_003714;14781;4;0|1|0|3|0|0;2;0|0|0|2|0|0;4;0|0|0|4|0|0;4;0|0|0|4|0|0
STEAP1;NM_012449;10453;1;0|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STEAP2;NM_152999,NM_001040666,NM_001040665;25993;2;1|0|0|0|0|1;1;0|0|0|0|0|1;1;0|0|0|0|0|1;6;0|0|0|1|0|5
STEAP3;NM_182915,NM_018234,NM_001008410;41844;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
STIL;NM_003035,NM_001048166;64009;2;1|0|1|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STIM1;NM_003156;237508;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STIM2;NM_001169118,NM_001169117,NM_020860;164691;8;6|0|0|2|0|0;2;1|0|1|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STIP1;NM_006819;18434;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
STK16;NR_026909,NM_001008910;4868;1;0|0|0|0|0|1;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STK17A;NM_004760;44287;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;2;0|0|0|2|0|0
STK17B;NM_004226;38030;2;1|0|0|1|0|0;6;0|0|0|6|0|0;2;0|0|1|1|0|0;1;0|0|0|1|0|0
STK24;NM_003576,NM_001032296;126942;3;2|0|0|1|0|0;2;1|0|0|1|0|0;1;0|0|0|1|0|0;4;0|0|0|4|0|0
STK3;NM_006281;371049;16;16|0|0|0|0|0;9;9|0|0|0|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0
STK31;NM_001122833,NM_032944,NM_031414;122290;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STK32B;NM_018401;449199;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STK33;NM_030906;202086;11;9|1|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STK35;NM_080836;46671;1;1|0|0|0|0|0;2;1|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STK36;NM_015690;30679;1;0|0|1|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STK38;NM_007271;53579;4;3|0|1|0|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0;1;0|0|0|1|0|0
STK38L;NM_015000;81813;3;3|0|0|0|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0;8;0|0|1|7|0|0
STK39;NM_013233;293576;9;9|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STK4;NM_006282;113474;8;5|0|1|2|0|0;6;1|0|2|3|0|0;1;0|0|1|0|0|0;1;0|0|1|0|0|0
STMN1;NM_001145454,NM_203401,NM_203399,NM_005563;22692;2;1|0|0|0|0|1;2;0|0|0|0|0|2;2;1|0|0|0|0|1;5;0|0|2|0|0|3
STOM;NM_198194,NM_004099;31193;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
STOX1;NM_152709,NM_001130161,NM_001130160,NM_001130162,NM_001130159;67916;1;0|0|0|0|0|1;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STOX2;NM_020225;112367;3;3|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STRA13;NM_144998;4195;1;0|0|0|1|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0
STRAP;NM_007178;21123;4;2|0|0|2|0|0;2;1|0|0|1|0|0;2;1|0|0|1|0|0;1;0|0|0|1|0|0
STRBP;NM_001171137,NM_018387,NR_033234;146948;4;4|0|0|0|0|0;4;4|0|0|0|0|0;1;1|0|0|0|0|0;1;0|0|0|0|0|1
STRN;NM_003162;118144;5;3|0|0|2|0|0;2;0|0|0|2|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STRN3;NM_014574,NM_001083893;132603;4;3|0|0|1|0|0;3;3|0|0|0|0|0;0;0|0|0|0|0|0;4;1|0|0|3|0|0
STRN4;NM_001039877,NM_013403;26953;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
STT3A;NM_152713;28542;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;4;0|0|4|0|0|0
STT3B;NM_178862;103066;11;11|0|0|0|0|0;4;2|0|2|0|0|0;2;0|0|2|0|0|0;4;1|0|3|0|0|0
STX12;NM_177424;51270;2;1|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;4;0|0|0|4|0|0
STX16;NM_001001433,NM_001134773,NM_001134772,NM_003763;28255;14;12|0|0|2|0|0;7;2|0|0|5|0|0;4;2|0|0|2|0|0;10;1|0|2|7|0|0
STX17;NM_017919;67904;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
STX18;NM_016930;123080;7;7|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STX2;NM_001980,NM_194356;49665;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;3;0|0|0|3|0|0
STX6;NM_005819;49871;1;1|0|0|0|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STX7;NM_003569;55675;4;4|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;3;0|0|0|3|0|0
STX8;NM_004853,NR_033656;325488;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STXBP1;NM_001032221,NM_003165;80510;2;1|0|1|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STXBP3;NM_007269;62864;4;3|0|1|0|0|0;3;2|0|1|0|0|0;1;1|0|0|0|0|0;3;0|0|2|1|0|0
STXBP4;NM_178509;195324;7;6|0|0|1|0|0;6;3|0|1|2|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STXBP5;NM_139244,NM_001127715;183200;7;7|0|0|0|0|0;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STXBP5L;NM_014980;516559;3;3|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STXBP6;NM_014178;237792;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
STYK1;NM_018423;55354;1;1|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
STYX;NM_001130701,NM_145251;44823;2;0|0|1|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
SUB1;NM_006713;18581;11;7|0|0|4|0|0;6;0|0|0|6|0|0;5;3|0|0|2|0|0;7;1|0|0|6|0|0
SUCLA2;NM_003850;58672;4;4|0|0|0|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0
SUCLG1;NM_003849;35940;0;0|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
SUCLG2;NM_001177599,NM_003848;294155;6;6|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|0|0|1
SUDS3;NM_022491;41483;3;1|0|0|2|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0;3;0|0|0|3|0|0
SUFU;NM_016169,NM_001178133;129496;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
SUGP1;NM_172231;43986;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
SUGP2;NM_014884,NM_001017392;42684;3;3|0|0|0|0|0;2;0|0|2|0|0|0;0;0|0|0|0|0|0;1;0|0|1|0|0|0
SUGT1;NM_006704,NM_001130912;35603;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|1|0|0|0;3;0|0|2|1|0|0
SUGT1P3;NR_003365;124760;2;2|0|0|0|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0;1;1|0|0|0|0|0
SULF2;NM_198596,NM_018837,NM_001161841;129211;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
SUMF1;NM_001164675,NM_001164674,NM_182760;106138;4;4|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
SUMO1;NM_001005781,NM_003352,NM_001005782;32420;3;2|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;2;1|0|0|1|0|0
SUMO2;NM_006937,NM_001005849;15274;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
SUMO3;NM_006936;12513;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0
SUN1;NM_001171946,NM_001171945,NM_001171944,NM_001130965,NM_025154;59364;4;3|0|0|1|0|0;2;0|0|0|2|0|0;4;3|0|0|0|0|1;7;2|0|0|5|0|0
SUOX;NM_001032387,NM_001032386,NM_000456;8267;1;0|0|0|0|0|1;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
SUPT16H;NM_007192;32795;4;1|0|2|1|0|0;2;0|0|2|0|0|0;1;0|0|0|1|0|0;3;0|0|1|2|0|0
SUPT3H;NM_181356,NM_003599;549201;26;26|0|0|0|0|0;12;12|0|0|0|0|0;2;1|0|0|0|0|1;7;6|0|0|0|0|1
SUPT4H1;NM_003168;7025;1;0|0|0|1|0|0;3;0|0|0|3|0|0;2;0|0|0|2|0|0;2;0|0|0|2|0|0
SUPT6H;NM_003170;39948;1;1|0|0|0|0|0;5;0|0|5|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
SUPV3L1;NM_003171;28857;1;1|0|0|0|0|0;2;2|0|0|0|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0
SURF4;NM_033161;14631;0;0|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
SUSD5;NM_015551;69171;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
SUV39H2;NM_024670,NM_001193424,NM_001193426,NM_001193425,NR_034181,NM_001193427;25523;8;4|0|0|0|0|4;9;0|0|0|0|0|9;2;2|0|0|0|0|0;4;0|0|0|0|0|4
SUV420H1;NM_016028,NM_017635;57278;1;1|0|0|0|0|0;2;1|0|1|0|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0
SUZ12;NM_015355;64014;9;5|0|0|4|0|0;4;1|0|1|2|0|0;4;1|0|1|2|0|0;4;1|0|0|3|0|0
SUZ12P;NR_024187;26630;3;3|0|0|0|0|0;2;2|0|0|0|0|0;2;2|0|0|0|0|0;0;0|0|0|0|0|0
SVIL;NM_021738,NM_003174;278454;6;6|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
SVIP;NM_148893;7785;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
SWAP70;NM_015055;88880;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
SYAP1;NM_032796,NR_033181;43101;1;0|0|0|0|0|1;3;0|0|0|0|0|3;0;0|0|0|0|0|0;6;0|0|0|0|0|6
